customer_id,first_name,last_name,email,phone,home_club_id,membership_tier,member_since,lifetime_spend,total_visits,avg_basket_size,last_visit_date,spend_grocery,spend_fresh_produce,spend_meat_seafood,spend_bakery,spend_frozen_foods,spend_beverages,spend_household,spend_electronics,spend_health_beauty,spend_home_garden,spend_apparel,spend_gas_station
BJ-0101496,Peter,Zuniga,john98@example.org,+1-985-590-7996x585,1001,Inner Circle,2025-12-22,264.66,3,88.22,2025-12-25,37.09,22.45,30.7,14.94,18.03,33.92,30.75,21.98,16.05,8.64,7.02,10.7
BJ-0101497,Robert,Andersen,grayalicia@example.org,207-230-7177x6135,1009,Club,2025-08-30,879.53,7,125.65,2026-01-05,219.53,79.0,123.2,54.36,76.87,92.88,122.88,93.58,50.44,44.04,27.34,48.93
BJ-0101498,Paul,Moore,jamesdawson@example.com,403-536-9995x2850,1002,Club,2023-07-07,2914.81,73,39.93,2025-10-12,751.53,224.65,469.56,150.26,301.79,264.69,355.42,266.66,128.41,135.26,78.88,151.43
BJ-0101499,Devon,Underwood,kedwards@example.com,255.514.9724,1019,Club,2021-06-27,7864.33,157,50.09,2025-12-20,2021.16,628.21,1226.87,414.51,627.45,704.13,744.16,672.01,364.77,275.13,193.17,382.22
BJ-0101500,Joseph,Freeman,rodney95@example.org,001-235-255-5702,1011,Club,2021-10-02,13512.02,75,180.16,2025-12-25,2437.52,866.73,1228.96,889.58,1037.98,1417.56,2046.49,1039.04,883.39,500.05,491.57,788.53
BJ-0101501,Charles,Barnes,joseph59@example.com,861.721.8939x1270,1001,Club,2023-02-09,7061.81,78,90.54,2026-01-05,1287.73,690.36,691.3,484.56,487.23,735.74,1174.82,754.2,410.16,270.73,252.12,360.93
BJ-0101502,Dale,Moore,rebeccaweaver@example.org,+1-705-764-4685x3045,1013,Inner Circle,2014-05-30,46090.65,432,106.69,2026-01-13,10132.43,3288.5,7527.83,2963.47,4271.7,6448.95,4813.38,4953.41,2104.5,2060.47,1388.33,2328.15
BJ-0101503,Mason,Martinez,vlewis@example.com,4779789433,1016,Club,2025-02-09,3844.05,14,274.57,2026-01-01,681.28,278.46,548.7,214.61,392.27,422.87,421.92,422.54,253.76,137.64,154.4,231.43
BJ-0101504,Barbara,Burke,erika60@example.org,923.769.6269x02220,1003,Inner Circle,2018-12-22,13172.99,397,33.18,2026-01-20,2379.8,1153.69,2188.93,770.63,1445.29,1597.14,1190.53,1393.71,552.77,687.82,483.85,847.7
BJ-0101505,Richard,Ellis,reynoldssheena@example.com,5156120039,1019,Business,2025-08-23,2541.29,8,317.66,2026-01-11,516.82,199.31,342.13,163.81,222.85,200.95,278.83,237.41,146.48,108.08,66.2,113.01
BJ-0101506,Samuel,Alvarez,ritareyes@example.net,883-433-9192,1009,Club,2022-08-07,6826.93,71,96.15,2025-12-22,1606.56,449.46,1114.57,263.94,653.86,814.46,638.8,761.96,247.14,260.87,204.26,430.77
BJ-0101507,Jeffrey,Castillo,glennbutler@example.org,+1-922-283-7742,1013,Inner Circle,2015-05-28,36014.83,197,182.82,2026-01-16,5471.78,3735.73,5828.64,1812.28,3781.15,3721.58,4238.75,3088.26,2256.56,1234.06,984.51,2330.54
BJ-0101508,Mario,Moss,jmccormick@example.org,8632228012,1007,Inner Circle,2017-11-03,35985.13,315,114.24,2026-01-09,9329.06,2842.95,5364.73,1791.03,2151.22,3512.09,5701.31,2030.83,2387.1,1669.29,1508.08,2413.31
BJ-0101509,Jane,Diaz,derrick47@example.com,7964064724,1003,Club,2025-07-24,509.39,6,84.9,2025-12-29,103.87,45.03,80.04,29.08,55.76,71.12,64.56,29.99,18.33,26.47,16.04,24.37
BJ-0101510,Andrea,Neal,isimpson@example.com,9702946577,1013,Club,2022-11-11,5629.67,76,74.07,2025-12-28,1314.78,587.64,526.88,285.81,328.33,746.78,542.35,569.18,379.07,227.29,164.25,315.28
BJ-0101511,Rebecca,Palmer,jashley@example.net,326-980-9282x6164,1003,Club,2026-01-09,140.21,1,140.21,2025-12-24,37.84,11.79,17.93,5.28,14.9,12.16,16.65,15.59,5.47,6.75,3.71,6.97
BJ-0101512,Michelle,Jones,yjohnson@example.net,001-768-380-3166x479,1018,Business,2018-04-09,54614.51,515,106.05,2026-01-01,9496.02,4469.16,8009.25,2205.95,5457.64,5782.97,5233.58,5112.93,3112.32,2480.93,2012.57,2257.92
BJ-0101513,James,Martinez,kathleenbarajas@example.org,+1-353-654-1601,1017,Inner Circle,2015-10-15,54177.66,564,96.06,2026-01-08,14060.72,4550.24,8375.68,2373.81,4215.9,6915.96,5294.98,5748.66,2483.79,2992.53,2079.46,2760.11
BJ-0101514,Aaron,Park,gsmith@example.net,+1-667-515-2077x10740,1025,Inner Circle,2020-09-23,53856.35,181,297.55,2026-01-06,9392.09,3592.69,6370.83,2577.63,3155.7,5382.44,8830.35,4424.03,2453.89,2939.16,1702.95,2426.15
BJ-0101515,Beth,Dennis,jchavez@example.net,361-905-1109x0070,1007,Club,2022-03-06,13477.48,46,292.99,2026-01-20,3290.15,1296.02,1183.69,534.88,917.15,1507.27,2145.65,999.96,926.32,442.6,544.75,849.55
BJ-0101516,Jessica,Smith,hernandezelizabeth@example.net,923.692.0102x9759,1011,Club,2023-10-30,4735.53,33,143.5,2026-01-01,1012.94,356.72,760.41,178.67,479.67,467.26,469.82,297.11,202.33,148.77,145.09,223.7
BJ-0101517,Desiree,Dalton,danielle96@example.com,+1-674-342-5269x420,1024,Inner Circle,2021-11-01,19900.55,96,207.3,2025-11-02,2880.45,1196.14,2754.96,979.63,1371.31,1396.88,2780.19,1605.73,815.48,1098.95,564.53,907.61
BJ-0101518,Kimberly,Clark,benjamin51@example.org,979.837.6699,1005,Club,2023-01-28,6186.2,68,90.97,2025-12-25,999.74,354.08,797.38,322.96,461.07,736.28,844.83,554.4,289.32,229.88,243.38,334.29
BJ-0101519,Rachel,Wang,monroeluke@example.com,001-617-649-0584x96881,1005,Club,2023-09-21,2425.63,37,65.56,2026-01-13,395.45,259.16,305.28,152.28,180.75,332.38,356.99,197.57,161.5,116.65,72.87,167.6
BJ-0101520,Brian,Blanchard,wesley24@example.net,8575445099,1006,Inner Circle,2021-02-10,14996.53,114,131.55,2025-12-23,2757.7,945.23,1442.8,932.51,893.35,1510.9,1769.89,1646.18,769.23,487.45,342.77,909.32
BJ-0101521,John,Thomas,gdoyle@example.org,810-785-1846,1007,Inner Circle,2016-03-31,91630.85,497,184.37,2026-01-02,18283.65,9025.11,14754.01,5300.64,7059.41,10387.91,10470.46,8042.4,4593.07,2950.18,3425.36,4799.14
BJ-0101522,Charles,Kelly,qwilson@example.org,8736480022,1024,Business,2022-10-29,29791.52,218,136.66,2026-01-15,4726.75,2159.86,3528.98,1910.14,3121.83,3652.56,3684.66,1938.43,1079.4,1417.49,1247.59,1402.93
BJ-0101523,Stacy,Bates,alanyork@example.com,+1-329-687-8192,1012,Club,2021-10-29,13199.8,162,81.48,2026-01-09,2293.24,1193.63,1375.31,544.94,1199.97,1172.8,1900.87,1119.49,783.06,699.13,315.52,492.83
BJ-0101524,Chelsea,Fernandez,atorres@example.com,(493)371-7847,1017,Inner Circle,2019-09-13,24187.35,429,56.38,2026-01-11,4551.44,1378.4,2229.01,1146.01,2646.34,1955.26,2584.32,2701.04,1253.43,854.85,820.79,1215.68
BJ-0101525,Isaac,Rogers,stokesmaurice@example.org,+1-926-976-9889x798,1018,Club,2022-05-13,9903.55,52,190.45,2025-12-24,2451.79,635.49,1002.44,434.24,795.78,707.35,1656.95,887.44,683.1,501.21,235.91,419.09
BJ-0101526,William,Stephenson,tammy34@example.org,892-493-6059,1014,Inner Circle,2018-01-08,43706.7,264,165.56,2025-12-30,10206.26,3900.34,6047.78,2874.1,2840.17,3415.39,5744.34,3671.74,2146.02,2330.96,1430.34,2397.48
BJ-0101527,Vickie,Travis,johnhuang@example.net,+1-701-824-8447x936,1017,Club,2024-07-12,1770.75,6,295.13,2025-09-12,328.44,133.49,232.77,71.56,137.54,136.42,222.6,193.11,82.98,52.05,59.82,101.31
BJ-0101528,Tina,Ortiz,itaylor@example.net,207.706.5948,1014,Club,2021-08-24,6989.42,37,188.9,2026-01-17,1273.09,502.99,621.31,450.94,730.78,935.65,1022.64,669.51,361.52,363.5,221.65,251.88
BJ-0101529,Austin,Mann,treid@example.org,403.672.7186,1009,Inner Circle,2025-08-31,2703.22,14,193.09,2025-12-25,507.19,189.91,283.85,183.27,275.36,191.76,229.05,268.99,187.79,110.9,81.36,120.71
BJ-0101530,Michael,Lopez,marshdaniel@example.net,238-807-8287,1007,Business,2020-06-10,140923.85,296,476.09,2026-01-17,33564.49,10473.6,13490.31,9197.22,10596.61,15713.99,18831.56,15215.68,5779.33,6990.68,4328.39,5794.27
BJ-0101531,Nicole,Reed,william63@example.com,(854)818-0288x25212,1003,Club,2023-02-18,9208.21,35,263.09,2025-09-10,2146.75,577.59,1236.28,354.47,900.11,685.66,1359.65,971.24,418.5,458.5,274.11,579.38
BJ-0101532,Leslie,Farley,peter98@example.com,(488)228-4705,1018,Club,2023-12-22,7899.99,18,438.89,2026-01-18,1670.56,689.2,720.71,545.32,483.02,952.09,990.62,778.57,348.65,308.6,253.08,309.88
BJ-0101533,Mary,Jackson,udavis@example.org,420.936.6864,1019,Club,2022-04-07,5547.35,57,97.32,2026-01-11,963.08,522.03,683.47,322.63,428.64,502.61,692.44,588.72,325.18,250.33,200.35,335.72
BJ-0101534,Amy,Taylor,jacob28@example.com,001-360-232-0877x8347,1008,Club,2025-09-13,476.08,4,119.02,2026-01-13,74.06,52.31,77.1,23.63,42.39,38.5,53.23,47.8,30.93,18.73,13.11,28.02
BJ-0101535,Jeremy,Walker,lisa57@example.org,762-932-7700x45358,1004,Inner Circle,2018-12-08,46975.41,454,103.47,2026-01-10,8471.52,5064.19,5539.74,3085.42,3437.52,6022.45,5739.42,2715.74,2444.76,1613.58,1289.77,2769.32
BJ-0101536,Kimberly,Walker,georgecooper@example.com,6428402555,1018,Inner Circle,2016-09-03,39557.16,460,85.99,2026-01-19,7381.99,2936.73,5532.77,2547.98,2872.86,3945.2,3671.55,3129.51,1681.35,1531.21,1051.96,2504.19
BJ-0101537,Isabella,Walker,dstafford@example.net,7418167881,1007,Club,2023-08-29,6739.23,44,153.16,2026-01-12,1366.47,688.94,586.61,314.82,561.72,612.89,818.48,529.02,453.8,281.75,208.93,295.9
BJ-0101538,Ricardo,Newman,allisonskinner@example.com,(390)444-8467x3322,1004,Business,2023-02-26,25030.35,133,188.2,2026-01-16,5833.51,2610.73,3948.41,1556.19,2113.66,3416.72,3821.89,1579.69,1243.93,1079.09,803.92,1208.56
BJ-0101539,Michael,Marshall,qjohnson@example.com,(839)645-9942,1016,Club,2022-06-21,7665.57,129,59.42,2026-01-09,1449.55,745.32,860.83,420.39,841.92,579.47,766.44,635.58,466.41,285.49,179.89,353.02
BJ-0101540,Daisy,Wheeler,briananderson@example.net,9333980138,1009,Inner Circle,2014-06-09,84341.4,329,256.36,2026-01-03,18115.64,7976.37,10431.77,3666.64,7306.37,10862.61,9800.38,7881.59,3076.98,4573.25,3489.08,4092.27
BJ-0101541,Amy,Wright,ddunn@example.com,+1-910-680-1533,1012,Club,2025-05-22,1544.73,14,110.34,2026-01-02,325.74,167.8,149.18,83.88,91.54,157.69,181.3,100.71,62.93,62.72,36.55,70.0
BJ-0101542,Richard,Smith,ghenry@example.com,656-759-6957,1018,Club,2025-03-29,1902.94,11,172.99,2025-12-27,330.52,115.15,307.71,102.56,144.01,252.84,283.85,195.27,86.07,99.82,65.93,115.76
BJ-0101543,Matthew,Hudson,anthony55@example.net,762.691.7148,1013,Club,2025-11-09,352.99,1,352.99,2026-01-01,84.42,32.93,37.1,17.87,34.9,46.63,44.51,39.27,14.51,12.1,10.83,18.64
BJ-0101544,Claudia,Mcmahon,david52@example.org,688.721.6511x921,1003,Business,2025-03-26,2962.06,35,84.63,2026-01-07,752.62,226.41,349.3,200.69,327.26,402.79,408.7,206.14,166.39,131.79,118.7,135.98
BJ-0101545,Luis,Brown,billyroman@example.org,769.547.3088x2403,1017,Club,2023-07-06,3583.84,48,74.66,2025-11-07,673.88,310.39,501.08,194.4,252.22,481.17,432.84,292.81,246.78,187.49,135.94,148.35
BJ-0101546,Kristi,Rojas,natalie40@example.net,001-329-236-3409x412,1003,Business,2019-06-08,79346.46,438,181.16,2025-12-11,15973.12,4576.24,12746.69,3126.74,7434.25,9060.21,11857.67,7762.08,2867.24,3084.61,2203.69,5478.95
BJ-0101547,Fred,Mendoza,brandy00@example.com,394.312.3254x6018,1001,Inner Circle,2018-05-24,59954.17,304,197.22,2026-01-15,12660.78,5149.66,7132.93,2447.69,3915.51,5432.67,7394.63,6124.38,3036.03,3185.86,1410.77,2668.68
BJ-0101548,Sylvia,Madden,laurie57@example.org,839.396.2768,1001,Club,2022-01-27,6381.29,88,72.51,2025-12-31,1074.05,567.07,742.99,267.56,652.73,741.82,542.54,536.69,283.94,342.18,231.24,359.95
BJ-0101549,Lori,Wilson,hernandezkerri@example.net,638-213-0149,1019,Club,2021-12-24,4810.87,115,41.83,2025-12-29,1089.51,283.47,695.31,292.31,362.22,601.65,667.88,405.2,245.04,149.41,154.68,194.66
BJ-0101550,Carrie,Hawkins,laneerica@example.com,(523)519-1990x821,1008,Club,2021-11-13,27006.55,137,197.13,2026-01-06,4930.16,2122.49,3047.33,1317.76,2370.02,2944.33,3088.27,2423.47,1527.53,1154.61,823.69,1018.9
BJ-0101551,Jessica,Horton,ramosedward@example.com,+1-367-904-1710x3891,1011,Inner Circle,2017-11-27,39866.76,384,103.82,2026-01-19,6951.02,3927.23,4187.72,2348.66,3451.1,4316.74,6204.0,4185.4,2144.51,1189.15,972.15,2719.05
BJ-0101552,Michelle,Rodriguez,kimberlyjohnson@example.org,749-256-0714x876,1020,Business,2020-05-18,45052.28,319,141.23,2025-09-10,8759.98,4055.6,6160.08,2557.84,4373.26,3365.41,4172.41,3236.36,2128.24,2066.32,1108.71,2429.94
BJ-0101553,Michael,Warner,jasmine72@example.org,363-316-0378,1022,Club,2025-03-08,1230.26,25,49.21,2026-01-05,318.45,74.38,204.46,62.97,115.45,148.85,168.33,130.32,55.47,52.78,36.95,73.38
BJ-0101554,Julie,Hammond,kaylee70@example.org,001-699-863-0667x00599,1009,Club,2024-04-25,3797.78,48,79.12,2026-01-16,1030.11,240.56,323.3,202.28,375.29,438.16,626.14,251.44,225.17,193.1,152.49,203.18
BJ-0101555,Tammy,Sanders,michelletaylor@example.org,270.907.1580,1013,Inner Circle,2025-01-08,5055.73,47,107.57,2026-01-16,1090.04,294.23,792.35,263.69,418.94,454.21,508.08,365.61,291.96,155.38,141.51,350.14
BJ-0101556,Diana,Hansen,johnrobinson@example.org,5654874488,1016,Inner Circle,2024-06-14,6847.68,72,95.11,2025-12-23,1538.54,472.04,766.48,261.59,710.65,681.7,658.78,459.82,305.62,235.73,216.18,456.62
BJ-0101557,Jessica,Pittman,hlopez@example.com,+1-525-385-4551,1003,Inner Circle,2016-12-22,30316.21,343,88.39,2026-01-01,7263.07,2268.76,4844.99,2072.84,2373.86,3205.37,3458.45,2084.03,1888.71,1399.81,870.22,1076.33
BJ-0101558,Kimberly,Maynard,april23@example.com,288.238.7369x3238,1012,Club,2025-07-10,2586.91,15,172.46,2026-01-19,412.83,273.04,246.61,98.3,234.68,226.82,359.98,215.72,109.67,77.48,58.16,143.59
BJ-0101559,Jonathan,Diaz,robert48@example.com,001-974-716-3712x0631,1018,Club,2022-05-06,16728.61,81,206.53,2025-12-29,2866.22,1181.77,2680.49,864.24,1455.64,1300.71,1959.66,1767.78,1112.54,810.41,542.98,1130.5
BJ-0101560,Scott,Ross,greenwilliam@example.org,311.344.1572x81436,1015,Club,2022-10-12,11015.86,51,216.0,2025-08-19,1752.89,735.53,1545.82,427.89,950.51,1419.49,1802.1,881.06,591.22,564.92,447.8,535.87
BJ-0101561,Curtis,Hughes,heathnatalie@example.org,689-826-0555,1006,Club,2023-02-15,2380.92,62,38.4,2026-01-02,372.97,214.22,317.52,107.91,137.52,322.79,271.11,205.16,95.31,83.41,71.76,130.19
BJ-0101562,Gregory,Sanders,noahmullins@example.org,871.840.3445x4595,1007,Club,2025-11-28,609.57,1,609.57,2026-01-18,106.76,63.4,55.77,41.72,51.31,85.29,82.33,38.15,22.63,20.37,18.19,37.28
BJ-0101563,Adam,Miller,ischneider@example.org,523.786.9742x1736,1023,Inner Circle,2014-05-26,88931.37,691,128.7,2025-12-28,16474.85,6208.0,14068.46,4006.18,9897.98,9637.15,11028.85,9843.22,3818.43,4753.48,2972.27,5462.51
BJ-0101564,Sheri,Nguyen,ysmith@example.net,340.399.1650,1007,Club,2024-05-05,8560.77,67,127.77,2026-01-17,2064.74,749.69,1008.19,502.42,808.92,1084.11,1302.82,512.75,411.7,340.36,332.03,449.98
BJ-0101565,Krystal,Chase,allenlisa@example.net,784-737-7006x279,1010,Club,2021-12-31,7712.75,66,116.86,2026-01-15,2111.01,466.51,1147.8,472.81,548.25,917.04,1075.03,560.93,465.33,416.94,211.4,534.52
BJ-0101566,Lisa,Wheeler,jonathan96@example.com,001-954-721-7562,1006,Club,2025-06-08,1051.77,21,50.08,2025-12-25,221.94,89.45,108.49,38.49,72.16,90.59,149.13,72.67,49.34,30.85,35.87,54.27
BJ-0101567,Alexander,Perry,wongsean@example.com,579-445-9235x1638,1014,Club,2021-11-23,5491.4,82,66.97,2025-12-22,1322.2,531.4,860.64,288.48,378.98,706.1,541.85,596.16,251.14,156.64,136.86,271.92
BJ-0101568,Wyatt,Tucker,mcdanielfrances@example.org,6177078129,1005,Inner Circle,2019-02-15,25860.69,358,72.24,2026-01-18,6368.51,2186.45,3840.76,1209.86,1467.29,3479.61,2855.95,2211.22,1329.82,1146.31,1023.68,1690.09
BJ-0101569,Joan,Allen,morgan94@example.net,914-723-5528x3372,1001,Inner Circle,2019-06-09,35439.46,450,78.75,2026-01-19,8560.9,2146.1,4053.22,2458.88,3543.88,3899.75,3160.8,2013.62,1370.93,1316.92,1195.52,1485.33
BJ-0101570,Audrey,Peters,brandontaylor@example.com,(247)671-1588x2187,1013,Club,2025-05-08,1687.03,17,99.24,2026-01-10,331.83,131.88,212.79,60.55,133.96,215.96,228.45,186.06,78.27,54.87,62.02,61.62
BJ-0101571,Aaron,Luna,wilsonrobert@example.org,764-646-1198x3097,1025,Club,2021-06-02,6643.86,89,74.65,2026-01-12,1854.62,592.49,956.9,301.91,571.76,889.19,1034.31,486.01,315.6,343.48,179.24,438.94
BJ-0101572,Morgan,Burns,tara23@example.com,001-774-587-7007x8812,1003,Club,2021-11-30,14380.81,109,131.93,2026-01-14,2413.26,1166.99,1948.21,552.28,976.1,1476.49,1659.39,1066.88,516.6,776.31,565.16,700.94
BJ-0101573,Eric,Potter,piercefrank@example.org,(779)590-9666x0286,1002,Club,2021-12-01,6297.35,133,47.35,2026-01-18,1209.45,608.32,770.02,322.92,358.2,580.12,531.64,678.45,285.19,208.16,144.26,230.69
BJ-0101574,Ashley,Bright,tbrown@example.com,001-982-210-0370x90703,1004,Inner Circle,2020-08-24,35607.95,225,158.26,2025-08-26,6482.78,2917.78,4873.54,2154.45,2350.36,4197.27,3537.06,3982.49,2441.54,1099.13,1237.64,2372.0
BJ-0101575,Jessica,Ellison,lwalton@example.org,(607)409-8348,1022,Inner Circle,2020-05-21,20478.3,218,93.94,2026-01-06,4141.69,2156.59,2818.42,1432.27,2185.41,1996.48,1788.18,1152.72,1178.47,1098.49,621.08,1343.38
BJ-0101576,Travis,Torres,rgrimes@example.org,+1-865-907-4456x572,1001,Club,2024-05-31,4765.75,40,119.14,2026-01-11,972.31,272.08,539.21,239.35,311.0,387.28,467.17,365.78,303.17,234.77,101.09,168.41
BJ-0101577,Christopher,George,waynegriffin@example.net,277-495-0034x522,1009,Inner Circle,2018-10-18,20856.98,335,62.26,2026-01-11,2941.83,2028.43,1793.73,929.88,1921.4,2363.21,1848.6,1467.78,1196.7,813.07,642.03,881.17
BJ-0101578,Cheryl,Davila,robinsonmegan@example.com,+1-845-525-7330x90740,1011,Club,2023-03-29,6112.65,92,66.44,2025-12-27,1459.08,600.84,561.98,385.74,364.04,800.34,714.86,529.52,275.98,244.18,236.86,277.21
BJ-0101579,Matthew,Holland,steven75@example.org,(758)537-9900,1025,Inner Circle,2018-01-28,61121.18,373,163.86,2026-01-03,9815.46,6675.31,7244.25,4235.52,3655.25,7662.68,7564.59,4413.66,3739.15,2798.69,2442.44,2671.51
BJ-0101580,Ricky,Galvan,derekhamilton@example.org,922-485-6283x723,1016,Business,2021-04-01,57238.19,249,229.87,2026-01-18,13908.49,6312.63,8890.5,3862.19,5546.77,7292.98,6198.28,5349.39,2415.1,1713.69,1898.27,3571.77
BJ-0101581,Jared,Johnson,jennifersummers@example.net,001-200-689-4234x037,1005,Inner Circle,2016-04-16,36462.26,309,118.0,2026-01-13,5269.02,3298.35,4323.82,1504.27,3375.95,3393.8,5597.29,4062.2,2270.36,1779.49,1037.65,1958.43
BJ-0101582,Kathleen,Vega,amandarichardson@example.net,001-712-357-8047x37198,1006,Club,2022-01-15,17155.07,83,206.69,2025-08-28,2938.58,1250.09,2019.69,741.93,1705.8,1887.55,1988.76,976.11,796.09,882.15,628.11,640.88
BJ-0101583,Donna,Fernandez,tphillips@example.com,242-715-7837x9264,1020,Club,2023-06-10,8847.59,94,94.12,2025-09-25,1541.44,786.01,1260.78,398.88,692.81,1205.87,1046.39,651.73,342.87,332.29,299.54,355.41
BJ-0101584,Madison,Gonzalez,xboyd@example.net,942.988.3903,1007,Inner Circle,2016-07-12,69145.08,328,210.81,2025-08-15,10488.75,7208.57,11515.89,4614.66,7604.89,4953.1,5874.22,4686.42,4353.02,2109.17,2536.03,2450.47
BJ-0101585,April,Robinson,christopherwatson@example.org,(319)285-9655,1010,Inner Circle,2025-01-06,8235.1,55,149.73,2026-01-11,1526.07,731.11,1184.11,512.33,660.62,1022.11,772.61,703.59,294.54,324.26,236.02,570.15
BJ-0101586,Ryan,Mcdowell,xlittle@example.org,(573)447-6714x9986,1006,Club,2021-09-10,10547.3,100,105.47,2025-12-22,2644.72,1000.52,1178.3,491.2,796.14,766.24,1721.49,706.25,427.93,458.45,232.0,678.45
BJ-0101587,Christina,Zamora,hallmatthew@example.com,(876)522-1559,1005,Business,2022-07-13,41654.57,196,212.52,2026-01-01,8422.36,3759.93,4627.51,2018.06,4013.94,5024.03,6310.83,3717.56,1798.37,1554.84,1662.64,2527.62
BJ-0101588,Jamie,Rhodes,mperez@example.com,+1-759-840-3895x546,1009,Business,2025-04-24,5058.09,36,140.5,2025-09-28,1408.33,333.69,573.97,179.98,297.52,479.52,649.38,350.41,206.5,201.2,124.35,288.72
BJ-0101589,James,Harrison,drobinson@example.org,001-510-427-3663x2567,1002,Inner Circle,2023-05-26,14975.0,152,98.52,2026-01-10,2338.84,1089.55,2128.78,774.26,1191.71,1501.03,2213.47,1669.89,832.65,734.42,431.64,975.21
BJ-0101590,Justin,Wagner,anne91@example.com,+1-260-919-1090x48866,1005,Club,2021-11-26,8020.16,59,135.93,2025-11-10,1726.93,779.41,1268.96,440.61,565.15,1037.97,1191.08,518.1,525.59,440.12,258.99,291.47
BJ-0101591,Eric,Collins,jayala@example.net,+1-237-585-9541x7609,1016,Inner Circle,2016-07-19,99059.33,437,226.68,2026-01-16,21803.0,6298.13,14933.51,3766.83,8218.97,9892.01,15029.34,7919.18,5874.31,4100.19,3290.99,4302.78
BJ-0101592,Kelly,Pace,danielle81@example.org,957-234-6694x4733,1022,Inner Circle,2020-01-01,19155.78,244,78.51,2025-12-08,4379.92,1545.1,2508.57,767.39,1794.03,1550.87,2812.24,1634.42,1217.67,628.98,554.14,1238.21
BJ-0101593,Shirley,Nguyen,hopkinspaul@example.com,583-978-4771,1003,Business,2024-01-03,8395.55,123,68.26,2025-11-19,2276.53,586.86,948.65,342.15,668.76,1144.52,1108.03,665.79,389.3,372.54,303.81,413.38
BJ-0101594,Michael,Obrien,nromero@example.org,806.425.0230x89964,1008,Club,2022-06-03,4903.47,58,84.54,2025-11-23,858.81,292.71,763.57,272.71,346.03,460.89,587.21,461.43,251.97,191.64,183.34,183.95
BJ-0101595,Kim,Hall,allison95@example.org,321-256-0387,1016,Inner Circle,2017-03-28,103213.37,343,300.91,2025-12-28,26331.81,11498.28,14725.21,6107.57,9324.75,7513.95,13742.32,10433.08,5040.9,4586.33,4175.63,4233.94
BJ-0101596,Mark,Collins,patrick04@example.net,3373647476,1007,Inner Circle,2020-04-22,22456.63,162,138.62,2025-12-23,5941.1,1958.7,3610.62,1441.84,1778.57,2567.87,3139.7,2196.72,1047.69,810.5,794.43,1429.51
BJ-0101597,Darrell,Morgan,jessicacabrera@example.com,001-755-586-8190x041,1006,Club,2023-03-08,5488.18,49,112.0,2025-12-27,1344.5,375.46,597.02,243.03,568.07,630.59,894.35,335.29,202.08,257.58,145.98,322.55
BJ-0101598,Megan,Perry,osmith@example.net,450-602-9573x80101,1006,Club,2022-02-16,17946.3,86,208.68,2026-01-02,3276.37,1301.84,2449.53,712.79,2003.3,1617.08,2084.43,1230.38,1032.31,532.89,726.54,819.06
BJ-0101599,Cody,Weaver,angelica61@example.net,399-591-3650x5519,1012,Club,2025-02-08,2860.93,16,178.81,2026-01-16,588.98,213.59,413.01,193.98,256.56,256.28,423.64,282.28,126.85,110.92,68.55,108.11
BJ-0101600,Amanda,Miller,fnorton@example.org,908.304.9293x2850,1002,Business,2024-09-20,18495.84,95,194.69,2025-10-18,3014.73,1930.81,2677.13,1076.3,1343.61,1832.61,2860.41,1698.55,871.11,574.48,738.09,1265.93
BJ-0101601,Sydney,Robinson,charleslee@example.net,(922)709-4003x717,1014,Inner Circle,2021-04-03,30788.39,207,148.74,2025-12-24,8463.73,3350.5,4028.91,1308.35,2730.2,3800.77,2607.64,3142.8,1578.46,1261.36,927.36,1823.12
BJ-0101602,Eric,Cole,pricedaniel@example.net,(362)803-0695,1017,Club,2023-08-31,2568.97,56,45.87,2026-01-01,628.59,211.51,415.4,121.7,264.92,184.38,382.56,241.44,137.23,137.42,104.77,173.51
BJ-0101603,Gary,Wilson,pwilliams@example.org,+1-211-423-9933,1011,Inner Circle,2017-11-14,94747.16,456,207.78,2026-01-11,17996.66,6296.69,11951.9,5517.24,9008.79,10165.85,12111.64,7825.11,4129.49,4388.57,3296.97,4164.44
BJ-0101604,Julie,Mack,brianfrench@example.org,245-896-8891,1006,Inner Circle,2017-12-13,43681.79,483,90.44,2026-01-08,7411.58,3802.9,5223.37,2633.75,3334.25,3530.82,4535.31,3781.26,2216.63,1275.2,1109.9,1982.53
BJ-0101605,Richard,Kelley,michael52@example.org,620-336-0816,1019,Inner Circle,2021-08-26,31299.17,186,168.28,2026-01-08,5034.61,2373.33,4372.76,1754.57,1978.09,3849.66,4698.3,1996.71,1769.91,1704.75,719.03,1275.79
BJ-0101606,Kayla,King,ilarsen@example.net,897-714-0834,1009,Club,2025-10-05,1162.12,8,145.26,2026-01-17,268.45,103.61,132.56,78.0,114.66,102.5,189.71,114.25,77.16,36.97,25.21,60.72
BJ-0101607,Michael,Wilkins,garzalisa@example.net,780-262-7456x69839,1010,Inner Circle,2017-03-21,33557.6,535,62.72,2026-01-07,4802.39,2146.89,3878.32,2212.75,3308.52,3594.41,4031.91,2735.77,2213.54,1620.49,825.93,2278.25
BJ-0101608,Tonya,Miller,elizabethbarrett@example.com,+1-857-376-2538x476,1013,Club,2023-06-28,7590.15,64,118.6,2025-12-26,1191.87,693.85,1206.79,456.11,693.85,645.24,1157.38,664.13,295.25,411.36,316.94,408.49
